origen,destino,peso,likes,respuestas,sent_medio,tipo_arista,author_channel_id,author_handle,video_id,title,channel_name
author::UCwEe1RKlEv1UpNWmWYfSh4w,video::yLZS3JiEBg8,1,0,0,-0.897,comento_en,UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCwO2SXr0ggzwg6QWWrr01nQ,video::n8iP75gIpmw,1,11,0,-0.89,comento_en,UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCwUAv3_LpWVtTIi7lkmTL7A,video::lj983NWyAQY,1,16,0,0.628,comento_en,UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCwW2OFy95P7ZBkOPxWkpvYg,video::n8iP75gIpmw,2,2,0,-0.442,comento_en,UCwW2OFy95P7ZBkOPxWkpvYg,@TeresaLucero-b5o,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCwgCc9Jd_gG-uLE_SY-FfPg,video::j43HgwYFKfk,1,0,0,-0.863,comento_en,UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCwha8rxULYMVtNwZWeSkE1A,video::n8iP75gIpmw,1,0,0,-0.851,comento_en,UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCwjUvRseNtJoItylIyIez7Q,video::j43HgwYFKfk,1,0,0,-0.832,comento_en,UCwjUvRseNtJoItylIyIez7Q,@Silviazea,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCwxoKK59nGCeBqB2sXfDBIw,video::6W4u8sGEnGM,1,0,1,-0.958,comento_en,UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCxKR3RA8T-kxMgq_2WWhRcQ,video::lj983NWyAQY,1,329,5,0.973,comento_en,UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCxcoDvP-g2_KTZDmVZtvb3w,video::yLZS3JiEBg8,1,0,0,-0.93,comento_en,UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCxff05WuyvwELNITi7bj7UA,video::n8iP75gIpmw,1,3,0,-0.957,comento_en,UCxff05WuyvwELNITi7bj7UA,@markoherrera,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCxhtlxPV8AYWaNNyU6S9H8Q,video::OkXlHx0hx-8,1,0,0,-0.404,comento_en,UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCyJhqmMbsvjpoarBBStA2kg,video::6W4u8sGEnGM,6,14,0,-0.314,comento_en,UCyJhqmMbsvjpoarBBStA2kg,@Murmullodelbarrio,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCySYJU5kUh7X8gVt9la2ISA,video::n8iP75gIpmw,1,0,0,-0.785,comento_en,UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCyW68EGZey4ao_Vf2cR5Ztg,video::WIUZtitfLRw,1,0,0,-0.95,comento_en,UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum
author::UCylqlpsh8ENNM1LqgQ1KbxA,video::j43HgwYFKfk,2,1,0,-0.58,comento_en,UCylqlpsh8ENNM1LqgQ1KbxA,@Jel.Awesh.M,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCylqlpsh8ENNM1LqgQ1KbxA,video::n8iP75gIpmw,1,0,0,-0.857,comento_en,UCylqlpsh8ENNM1LqgQ1KbxA,@Jel.Awesh.M,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCyor0Mmm0ivLX2jIdyGp84Q,video::3Nfp9h5avBI,1,0,0,-0.955,comento_en,UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.
author::UCyzf29IYjNw67gGIfsjgtxA,video::lj983NWyAQY,1,45,0,0.793,comento_en,UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCz3gu01bmjNv0DpRq-K3XYg,video::n8iP75gIpmw,2,2,0,-0.768,comento_en,UCz3gu01bmjNv0DpRq-K3XYg,@eusebiovasquez4385,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCzSfZlOVxBSs5ObD25ywxDQ,video::n8iP75gIpmw,1,0,0,-0.962,comento_en,UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCzZ6dDCEsLMXbc5pCFXIprw,video::6W4u8sGEnGM,1,0,0,-0.875,comento_en,UCzZ6dDCEsLMXbc5pCFXIprw,@josegil3813,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCzZ6dDCEsLMXbc5pCFXIprw,video::PjmxCj-a9Hg,1,0,0,0.711,comento_en,UCzZ6dDCEsLMXbc5pCFXIprw,@josegil3813,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCzoL2l5H5eVlorWGH8AZfAg,video::n8iP75gIpmw,1,6,0,-0.978,comento_en,UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,n8iP75gIpmw,Qué rico come tu diputado,Quorum
